rnd,pick,team,player,pos,school,state,bonus,year
23,705,Pirates,Garrett Brown,OF,Western Carolina,NC,,2016
23,706,Cardinals,J.D. Crowe,OF,Francis Marion (S.C.),SC,,2016
24,707,Phillies,Tyler Hallead,RHP,JC of Southern Nevada,NV,,2016
24,708,Reds,Bruce Yari,1B,British Columbia,BC,,2016
24,709,Braves,Matt Hearn,OF,Mission (Calif.) JC,CA,,2016
24,710,Rockies,J.D. Hammer,RHP,Marshall,WV,,2016
24,711,Brewers,Michael Gonzalez,RHP,Norwalk (Conn.) HS,CT,80000,2016
24,712,Athletics,Rob Bennie,OF,East Stroudsburg (Pa.),PA,,2016
24,713,Marlins,J.J. Gould,SS,Jacksonville,FL,,2016
24,714,Padres,Hunter Bishop,OF,"Serra HS, San Mateo, Calif.",CA,Pool,2016
24,715,Tigers,Evan Hill,LHP,Michigan,MI,,2016
24,716,White Sox,Brady Conlan,3B,Cal State Dominguez Hills,CA,,2016
24,717,Mariners,Trey Griffey,OF,Arizona,AZ,,2016
24,718,Red Sox,Hunter Smith,RHP,UNC Greensboro,NC,,2016
24,719,Diamondbacks,Riley Smith,RHP,Louisiana State,LA,,2016
24,720,Rays,Joe Serrapica,RHP,Fordham,NY,,2016
24,721,Orioles,Zach Matson,LHP,Crowder (Mo.) JC,MO,75000,2016
24,722,Indians,Skylar Arias,LHP,Tallahassee (Fla.) CC,FL,100000,2016
24,723,Twins,Matt Byars,C,Michigan State,MI,Pool,2016
24,724,Nationals,Joseph Baltrip,RHP,Wharton County (Texas) JC,TX,75000,2016
24,725,Giants,Jeffery Parra,C,"Ramapo HS, Spring Valley, N.Y.",NY,100000,2016
24,726,Angels,Brennan Morgan,C,Kennesaw State,GA,,2016
24,727,Astros,Troy Sieber,C,St. Leo (Fla.),FL,70000,2016
24,728,Yankees,Joe Burton,OF,Harford (Md.) CC,MD,100000,2016
24,729,Rangers,Kenny Mendoza,LHP,"Clearview Regional HS, Mullica Hill, N.J.",NJ,100000,2016
24,730,Mets,Dariel Rivera,RHP,"Dr. Juan J. Osuna HS, Caguas, P.R.",PR,,2016
24,731,Dodgers,Saige Jenco,OF,Virginia Tech,VA,75000,2016
24,732,Blue Jays,Mike Ellenbest,RHP,Saginaw Valley State (Mich.),MI,75000,2016
24,733,Royals,Mike McCann,C,Seattle,WA,60000,2016
24,734,Cubs,Reynaldo Rivera,1B,Chipola (Fla.) JC,FL,Pool,2016
24,735,Pirates,Austin Bodrato,3B,"St. Joseph Regional HS, Montvale, N.J.",NJ,Pool,2016
24,736,Cardinals,Anthony Ciavarella,LHP,Monmouth,NJ,,2016
25,737,Phillies,Trevor Bettencourt,RHP,UC Santa Barbara,CA,85000,2016
25,738,Reds,Colby Wright,2B,Kansas,KS,,2016
25,739,Braves,Ryan O'Malley,3B,Sonoma State (Calif.),CA,100000,2016
25,740,Rockies,Heath Holder,RHP,Georgia,GA,,2016
25,741,Brewers,Blake Lillis,LHP,"St. Thomas Aquinas HS, Overland Park, Kan.",KS,127814,2016
25,742,Athletics,Jeremiah McCray,OF,"King HS, Riverside, Calif.",CA,,2016
25,743,Marlins,Mike Garzillo,2B,Lehigh,PA,,2016
25,744,Padres,Luis Anguizola,C,Loyola (La.),LA,75000,2016
25,745,Tigers,John Hayes,RHP,Wichita State,KS,,2016
25,746,White Sox,Charlie Madden,C,Mercer,GA,Pool,2016
25,747,Mariners,Ryan Fucci,OF,Wright State,OH,Pool,2016
25,748,Red Sox,Francisco Soto,RHP,Allen (Kan.) CC,KS,40000,2016
25,749,Diamondbacks,Myles Babitt,OF,Cal State East Bay,CA,,2016
25,750,Rays,Matt Vogel,RHP,South Carolina,SC,,2016
25,751,Orioles,Will Toffey,3B,Vanderbilt,TN,Pool,2016
25,752,Indians,Jonathan Laureano,3B,Connors State (Okla.) JC,OK,100000,2016
25,753,Twins,Colton Davis,RHP,Western Carolina,NC,,2016
25,754,Nationals,Branden Boggetto,SS,Southeast Missouri State,MO,,2016
25,755,Giants,Mike Rescigno,RHP,Maryland,MD,Pool,2016
25,756,Angels,Cam Williams,OF,Howard (Texas) JC,TX,,2016
25,757,Astros,Kevin Hill,RHP,South Alabama,AL,,2016
25,758,Yankees,Edel Luaces,OF,"Hialeah, Fla. (no school)",FL,,2016
25,759,Rangers,Tra'Mayne Holmes,2B,Wallace (Ala.) CC,AL,Pool,2016
25,760,Mets,Cody Beckman,LHP,North Carolina State,NC,Pool,2016
25,761,Dodgers,Chandler Eden,RHP,Texas Tech,TX,,2016
25,762,Blue Jays,Casey Legumina,RHP,"Basha HS, Chandler, Ariz.",AZ,Pool,2016
25,763,Royals,Robby Rinn,1B,Bryant,RI,,2016
25,764,Cubs,Trent Giambrone,2B,Delta State (Miss.),MS,,2016
25,765,Pirates,Hunter Owen,OF,Indiana State,IN,,2016
25,766,Cardinals,Spencer Trayner,RHP,North Carolina,NC,100000,2016
26,767,Phillies,Tyler Kent,OF,Otterbein (Ohio),OH,,2016
26,768,Reds,Patrick Riehl,RHP,Mars Hill (N.C.),NC,,2016
26,769,Braves,Alan Crowley,C,Reedley (Calif.) JC,CA,100000,2016
26,770,Rockies,Austin Moore,RHP,West Texas A&M,TX,,2016
26,771,Brewers,Nick Roscetti,SS,Iowa,IA,,2016
26,772,Athletics,Charley Gould,1B,William & Mary,VA,,2016
26,773,Marlins,Gunner Pollman,C,Sacramento State,CA,60000,2016
26,774,Padres,Grae Kessinger,SS,Oxford (Miss.) HS,MS,Pool,2016
26,775,Tigers,Colyn O'Connell,RHP,Florida Atlantic,FL,,2016
26,776,White Sox,Zach Farrar,OF,"Carroll HS, Southlake, Texas",TX,Pool,2016
26,777,Mariners,Elliot Surrey,LHP,UC Irvine,CA,,2016
26,778,Red Sox,Jared Oliver,RHP,Truett-McConnell (Ga.),GA,,2016
26,779,Diamondbacks,Tanner Hill,1B,Texas State,TX,,2016
26,780,Rays,Justin Glover,LHP,Buford (Ga.) HS,GA,Pool,2016
26,781,Orioles,Jaime Estrada,1B,Central Arizona JC,AZ,75000,2016
26,782,Indians,Tanner Tully,LHP,Ohio State,OH,100000,2016
26,783,Twins,Greg Deichmann,3B,Louisiana State,LA,Pool,2016
26,784,Nationals,Jack Sundberg,OF,Connecticut,CT,,2016
26,785,Giants,Nick Hill,OF,Eckerd (Fla.),FL,,2016
26,786,Angels,Derek Jenkins,OF,Seton Hall,NJ,,2016
26,787,Astros,Avery Tuck,OF,"Steele Canyon HS, Spring Valley, Calif.",CA,Pool,2016
26,788,Yankees,Gage Burland,RHP,Gonzaga,WA,Pool,2016
26,789,Rangers,Tyree Thompson,RHP,"Karr HS, New Orleans",LA,100000,2016
26,790,Mets,Rylan Thomas,3B,Windermere (Fla.) Prep HS,FL,Pool,2016
26,791,Dodgers,Brandon Montgomery,2B,San Jacinto (Texas) JC,TX,60000,2016
26,792,Blue Jays,Ben Anderson,RHP,"Shenendehowa HS, Clifton Park, N.Y.",NY,Pool,2016
26,793,Royals,John Brontsema,3B,UC Irvine,CA,80000,2016
26,794,Cubs,Austin Jones,RHP,Wisconsin-Whitewater,WI,Pool,2016
26,795,Pirates,Robbie Coursel,RHP,Florida Atlantic,FL,,2016
26,796,Cardinals,Eric Carter,RHP,Louisiana-Lafayette,LA,,2016
27,797,Phillies,Davis Agle,RHP,Spartanburg Methodist JC (S.C.),SC,Pool,2016
27,798,Reds,Dion Henderson,LHP,"Dearborn, Mich. (no school)",MI,Pool,2016
27,799,Braves,Corbin Clouse,LHP,Davenport (Mich.),MI,65000,2016
27,800,Rockies,George Thanopoulos,RHP,Columbia,NY,,2016
27,801,Brewers,Nick Cain,OF,Faulkner (Ala.),AL,,2016
27,802,Athletics,Cole Gruber,OF,Nebraska-Omaha,NE,,2016
27,803,Marlins,Parker Bugg,RHP,Louisiana State,LA,,2016
27,804,Padres,Chasen Ford,RHP,Yale,CT,60000,2016
27,805,Tigers,Chad Sedio,SS,Miami (Ohio),OH,,2016
27,806,White Sox,Mike Morrison,RHP,Coastal Carolina,SC,,2016
27,807,Mariners,Paul Covelle,RHP,Franklin Pierce (N.H.),NH,,2016
27,808,Red Sox,Vince Arobio,RHP,Pacific,CA,Pool,2016
27,809,Diamondbacks,Gabe Gonzalez,RHP,JC of Southern Nevada,NV,75000,2016
27,810,Rays,Robbie Tenerowicz,2B,California,CA,,2016
27,811,Orioles,Daniel Bakst,3B,"Poly Prep Country Day HS, Brooklyn",NY,Pool,2016
27,812,Indians,Nelson Alvarez,RHP,"Braddock HS, Miami",FL,Pool,2016
27,813,Twins,Scott Ogrin,OF,"Valencia HS, Santa Clarita, Calif.",CA,Pool,2016
27,814,Nationals,Jeremy McDonald,LHP,California Baptist,CA,,2016
27,815,Giants,Pat Ruotolo,RHP,Connecticut,CT,,2016
27,816,Angels,Greg Belton,RHP,Sam Houston State,TX,,2016
27,817,Astros,Nathan Thompson,LHP,Oklahoma Baptist,OK,,2016
27,818,Yankees,Phillip Diehl,LHP,Louisiana Tech,LA,,2016
27,819,Rangers,Lucas Jacobsen,LHP,Long Beach State,CA,75000,2016
27,820,Mets,Joel Urena,LHP,"Luperon HS for Math & Science, New York",NY,Pool,2016
27,821,Dodgers,Austin French,LHP,Brown,RI,,2016
27,822,Blue Jays,Ryan Gold,C,"Carolina Forest HS, Myrtle Beach, S.C.",SC,100000,2016
27,823,Royals,Rex Hill,LHP,Texas Christian,TX,,2016
27,824,Cubs,Connor Myers,OF,Old Dominion,VA,,2016
27,825,Pirates,Tyler Leffler,SS,Bradley,IL,,2016
27,826,Cardinals,Mike O'Reilly,RHP,Flagler (Fla.),FL,,2016
28,827,Phillies,Jordan Kurokawa,RHP,Hawaii-Hilo,HI,,2016
28,828,Reds,Cooper Johnson,C,"Carmel HS, Mundelein, Ill.",IL,Pool,2016
28,829,Braves,Nick Shumpert,2B,San Jacinto (Texas) JC,TX,,2016
28,830,Rockies,Ryan Luna,RHP,Sonoma State (Calif.),CA,,2016
28,831,Brewers,Andrew Vernon,RHP,Noth Carolina Central,NC,,2016
28,832,Athletics,Josh Vidales,2B,Houston,TX,,2016
28,833,Marlins,Colby Lusignan,1B,Lander (S.C.),SC,,2016
28,834,Padres,Ethan Skender,SS,State JC of Florida,FL,465000,2016
28,835,Tigers,Alex Cunningham,RHP,Coastal Carolina,SC,Pool,2016
28,836,White Sox,Aaron Schnurbusch,OF,Pittsburgh,PA,,2016
28,837,Mariners,Nathan Bannister,RHP,Arizona,AZ,,2016
28,838,Red Sox,Jordan Scheftz,RHP,Saddleback (Calif.) JC,CA,Pool,2016
28,839,Diamondbacks,Edmond Americaan,OF,"Trinity Christian Academy, Lake Worth, Fla.",FL,Pool,2016
28,840,Rays,Jean Ramirez,C,Illinois State,IL,,2016
28,841,Orioles,Matt De La Rosa,RHP,Lenoir-Rhyne (N.C.),NC,,2016
28,842,Indians,Jamal Rudledge,SS,Contra Costa (Calif.) JC,CA,,2016
28,843,Twins,Matt Jones,LHP,"Sinclair SS, Whitby, Ont.",ON,70000,2016
28,844,Nationals,Jonny Reid,LHP,Azusa Pacific (Calif.),CA,,2016
28,845,Giants,Jayden O'Dell,RHP,Angelo State (Texas),TX,Pool,2016
28,846,Angels,David Hamilton,SS,San Marcos (Texas) HS,TX,Pool,2016
28,847,Astros,Johnny Ruiz,2B,Miami,FL,Pool,2016
28,848,Yankees,Will Jones,RHP,Lander (S.C.),SC,,2016
28,849,Rangers,Marc Iseneker,RHP,St. John Fisher (N.Y.),NY,,2016
28,850,Mets,William Sierra,RHP,"Edouard Montpetit HS, Montreal",QC,Pool,2016
28,851,Dodgers,Jake Perkins,RHP,Ferrum (Va.),VA,,2016
28,852,Blue Jays,Blake Ebo,OF,Trenton (N.J.) Catholic Academy,NJ,Pool,2016
28,853,Royals,Yordany Salva,C,Broward (Fla.) CC,FL,,2016
28,854,Cubs,Rian Bassett,RHP,Clark (Wash.) JC,WA,Pool,2016
28,855,Pirates,Michael Danielak,RHP,Dartmouth,NH,Pool,2016
28,856,Cardinals,Pat Krall,LHP,Clemson,SC,Pool,2016
29,857,Phillies,Alexander Kline,LHP,Nova Southeastern (Fla.),FL,,2016
29,858,Reds,Daniel Sweet,OF,Dallas Baptist,TX,,2016
29,859,Braves,Jackson Pokorney,OF,"Mater Dei HS, Evansville, Ind.",IN,100000,2016
29,860,Rockies,Josh Shelley,RHP,Mobile (Ala.),AL,,2016
29,861,Brewers,Brennan Price,RHP,Felician (N.J.),NJ,Pool,2016
29,862,Athletics,Matt Milburn,RHP,Wofford,SC,,2016
29,863,Marlins,Walker Olis,OF,Pacific,CA,,2016
29,864,Padres,Collin Sullivan,RHP,Fort Pierce (Fla.) Central HS,FL,Pool,2016
29,865,Tigers,Hunter Swilling,3B,Samford,AL,,2016
29,866,White Sox,Caleb Henderson,1B,Central Arizona JC,AZ,Pool,2016
29,867,Mariners,Steven Ridings,RHP,Messiah (Pa.),PA,,2016
29,868,Red Sox,Cam Shepherd,SS,"Peachtree Ridge HS, Suwanee, Ga.",GA,Pool,2016
29,869,Diamondbacks,Hunter Kiel,RHP,Pensacola State (Fla.) JC,FL,Pool,2016
29,870,Rays,Trek Stemp,2B,Washington State,WA,,2016
29,871,Orioles,Wil Dalton,OF,"Summit HS, Thompson's Station, Tenn.",TN,Pool,2016
29,872,Indians,Spencer Steer,3B,"Millikan HS, Long Beach",CA,Pool,2016
29,873,Twins,Dane Hutcheon,SS,Montevallo (Ala.),AL,,2016
29,874,Nationals,Sam Held,RHP,Nevada,NV,,2016
29,875,Giants,Mike Bernal,SS,Arkansas,AR,,2016
29,876,Angels,Blake Smith,RHP,West Virginia,WV,,2016
29,877,Astros,Elliott Barzilli,3B,Texas Christian,TX,Pool,2016
29,878,Yankees,Bo Weiss,RHP,"Regis Jesuit HS, Aurora, Colo.",CO,Pool,2016
29,879,Rangers,Robert Harris,OF,Marietta (Ga.) HS,GA,Pool,2016
29,880,Mets,Alex Haynes,RHP,"Central HS, Knoxville",TN,Pool,2016
29,881,Dodgers,Will Kincanon,RHP,Triton (Ill.) JC,IL,Pool,2016
29,882,Blue Jays,Andrew Deramo,RHP,Central Florida,FL,60000,2016
29,883,Royals,Grant Gavin,RHP,Central Missouri,MO,,2016
29,884,Cubs,Tyler Peyton,RHP,Iowa,IA,,2016
29,885,Pirates,Geoff Hartlieb,RHP,Lindenwood (Mo.),MO,,2016
29,886,Cardinals,Noel Gonzalez,RHP,Lewis-Clark State (Idaho),ID,,2016
30,887,Phillies,Logan Davidson,SS,"Providence HS, Charlotte",NC,Pool,2016
30,888,Reds,Vincent Byrd,1B,Long Beach CC,CA,Pool,2016
30,889,Braves,Cameron Stanton,RHP,St. Edwards (Texas),TX,,2016
30,890,Rockies,Rico Garcia,RHP,Hawaii Pacific,HI,,2016
30,891,Brewers,Dalton Brown,RHP,Texas Tech,TX,,2016
30,892,Athletics,Nick Highberger,RHP,Creighton,NE,,2016
30,893,Marlins,Garrett Suchey,RHP,Wallace State (Ala.) CC,AL,Pool,2016
30,894,Padres,Dalton Erb,RHP,Chico State (Calif.),CA,,2016
30,895,Tigers,Dalton Lundeen,LHP,Valparaiso,IN,,2016
30,896,White Sox,Pat Cashman,RHP,Southeastern Louisiana,LA,,2016
30,897,Mariners,Tyler Duncan,OF,"Edward Milne SS, Sooke, B.C.",BC,Pool,2016
30,898,Red Sox,Tyler Fitzgerald,SS,Rochester (Ill.) HS,IL,Pool,2016
30,899,Diamondbacks,Brandon Martorano,C,"Christian Brothers Academy, Lincroft, N.J.",NJ,Pool,2016
30,900,Rays,K.V. Edwards,SS,"Putnam City HS, Oklahoma City",OK,Pool,2016
30,901,Orioles,Garrett Copeland,2B,Austin Peay State,TN,75000,2016
30,902,Indians,Ryder Ryan,RHP,North Carolina,NC,100000,2016
30,903,Twins,Quin Grogan,RHP,Lewis-Clark State (Idaho),ID,,2016
30,904,Nationals,Tristan Clarke,OF,Eastern Oklahoma State JC,OK,Pool,2016
30,905,Giants,Nick Deeg,LHP,Central Michigan,MI,,2016
30,906,Angels,Robbie Peto,RHP,Monroe Township (N.J.) HS,NJ,Pool,2016
30,907,Astros,Brody Westmoreland,3B,JC of Southern Nevada,NV,75000,2016
30,908,Yankees,Ben Ruta,OF,Wagner,NY,,2016
30,909,Rangers,Christian Torres,LHP,Faulkner (Ala.),AL,,2016
30,910,Mets,Eric Villanueva,RHP,"Josefina Barcelo HS, Guaynabo, P.R.",PR,,2016
30,911,Dodgers,Ramon Rodriguez,C,"Puerto Rico Baseball Academy, Gurabo, P.R.",PR,100000,2016
30,912,Blue Jays,Jake Fishman,LHP,Union (N.Y.),NY,,2016
30,913,Royals,Geoffrey Bramblett,RHP,Alabama,AL,102500,2016
30,914,Cubs,Montana Parsons,RHP,San Jacinto (Texas) JC,TX,Pool,2016
30,915,Pirates,Chris Cook,SS,East Tennessee State,TN,Pool,2016
30,916,Cardinals,Josh Burgmann,RHP,Vauxhall (Alberta) Academy of Baseball,AB,Pool,2016
31,917,Phillies,Tyler Frohwirth,RHP,Minnesota State,MN,,2016
31,918,Reds,Austin Langworthy,OF,Williston (Fla.) HS,FL,Pool,2016
31,919,Braves,Cameron Jabara,RHP,"Newport Harbor HS, Newport Beach, Calif.",CA,Pool,2016
31,920,Rockies,Kenny Oakley,RHP,Nevada-Las Vegas,NV,,2016
31,921,Brewers,Ryan Aguilar,OF,Arizona,AZ,,2016
31,922,Athletics,Sam Sheehan,RHP,Westmont (Calif.),CA,,2016
31,923,Marlins,Preston Guillory,RHP,Texas Christian,TX,,2016
31,924,Padres,G.K. Young,1B,Coastal Carolina,SC,,2016
31,925,Tigers,Dalton Britt,SS,Liberty,VA,,2016
31,926,White Sox,Brandon Bossard,SS,"Nazareth Academy, La Grange Park, Ill.",IL,Pool,2016
31,927,Mariners,Lincoln Henzman,RHP,Louisville,KY,Pool,2016
31,928,Red Sox,Christian Jones,OF,Federal Way (Wash.) HS,WA,Pool,2016
31,929,Diamondbacks,Williams Durruthy,RHP,Florida International,FL,,2016
31,930,Rays,Joey Roach,C,Georgia State,GA,,2016
31,931,Orioles,Jake Ring,OF,Missouri,MO,100000,2016
31,932,Indians,Chris Farish,RHP,Wake Forest,NC,Pool,2016
31,933,Twins,Juan Gamez,C,North Dakota State,ND,,2016
31,934,Nationals,C.J. Picerni,C,New York,NY,,2016
31,935,Giants,Adam Laskey,LHP,Haddon Heights (N.J.) HS,NJ,Pool,2016
31,936,Angels,Johnny Morell,RHP,"Basha HS, Chandler, Ariz.",AZ,100000,2016
31,937,Astros,Howie Brey,LHP,Rutgers,NJ,,2016
31,938,Yankees,Miles Sandum,LHP,"Granite Hills HS, El Cajon, Calif.",CA,Pool,2016
31,939,Rangers,Blair Calvo,RHP,East Florida State JC,FL,Pool,2016
31,940,Mets,Jeremy Wolf,OF,Trinity (Texas),TX,,2016
31,941,Dodgers,Stevie Berman,C,Santa Clara,CA,,2016
31,942,Blue Jays,Marcus Still,OF,Scottsdale (Ariz.) CC,AZ,Pool,2016
31,943,Royals,Malcolm Van Buren,RHP,Hanahan (S.C.) HS,SC,147500,2016
31,944,Cubs,Brenden Heiss,RHP,"Jacobs HS, Algonquin, Ill.",IL,Pool,2016
31,945,Pirates,Jordan Jess,LHP,Minnesota,MN,,2016
31,946,Cardinals,J.D. Murders,2B,Bolivar (Mo.) HS,MO,200000,2016
32,947,Phillies,Daniel Garner,C,Northwestern State,LA,,2016
32,948,Reds,Matt Crohan,LHP,Winthrop,SC,Pool,2016
32,949,Braves,Ryan Schlosser,RHP,Century (Minn.) JC,MN,85000,2016
32,950,Rockies,John Hendry,RHP,"Notre Dame College Prep, Niles, Ill.",IL,Pool,2016
32,951,Brewers,Wilson Adams,RHP,Alabama-Huntsville,AL,,2016
32,952,Athletics,Colin Theroux,C,Oklahoma State,OK,,2016
32,953,Marlins,Chevis Hoover,RHP,Tennessee Wesleyan,TN,,2016
32,954,Padres,Ariel Burgos Garcia,RHP,Northern Oklahoma JC,OK,Pool,2016
32,955,Tigers,Connor O'Neil,RHP,Cal State Northridge,CA,Pool,2016
32,956,White Sox,Sean Renzi,RHP,Central Michgan,MI,,2016
32,957,Mariners,Kenyon Yovan,RHP,"Westview HS, Portland, Ore.",OR,Pool,2016
32,958,Red Sox,Jeff Belge,LHP,"Henninger HS, Syracuse",NY,Pool,2016
32,959,Diamondbacks,Trevor Simms,RHP,Tulane,LA,,2016
32,960,Rays,Deion Tansel,SS,Toledo,OH,,2016
32,961,Orioles,Ryan Mauch,LHP,"South Hills HS, West Covina, Calif.",CA,Pool,2016
32,962,Indians,Kramer Robertson,2B,Louisiana State,LA,Pool,2016
32,963,Twins,Matt Wallner,RHP,Forest Lake (Minn.) HS,MN,Pool,2016
32,964,Nationals,Garrett Gonzales,3B,"Madison HS, San Antonio",TX,Pool,2016
32,965,Giants,John Timmins,RHP,Bellevue (Neb.),NE,,2016
32,966,Angels,Doug Willey,RHP,Arkansas,AR,,2016
32,967,Astros,Darius Vines,RHP,"St. Bonaventure HS, Ventura, Calif.",CA,Pool,2016
32,968,Yankees,Juan Cabrera,RHP,"North Canyon HS, Phoenix",AZ,Pool,2016
32,969,Rangers,Travis Bolin,OF,Davenport (Mich.),MI,,2016
32,970,Mets,George Kirby,RHP,Rye (N.Y.) HS,NY,Pool,2016
32,971,Dodgers,Connor Costello,RHP,Oklahoma State,OK,,2016
32,972,Blue Jays,David Jacob,1B,Quincy (Ill.),IL,,2016
32,973,Royals,Luke Bandy,OF,"Providence Classical Christian Academy, Rogers, Ark.",AR,Pool,2016
32,974,Cubs,Zach Davis,OF,Texas Tech,TX,,2016
32,975,Pirates,Ben Miller,1B,Nebraska,NE,Pool,2016
32,976,Cardinals,Leland Tilley,RHP,Bellevue (Neb.),NE,,2016
33,977,Phillies,Jack Klein,RHP,Stanford,CA,Pool,2016
33,978,Reds,Nick Derr,2B,Sarasota (Fla.) HS,FL,Pool,2016
33,979,Braves,Handsome Monica,C,Northwest Florida State JC,FL,Pool,2016
33,980,Rockies,Tyler Orris,SS,Millersville (Pa.),PA,,2016
33,981,Brewers,Emerson Gibbs,RHP,Tulane,LA,,2016
33,982,Athletics,Jarrett Costa,C,Westmont (Calif.),CA,,2016
33,983,Marlins,Branden Berry,1B,Cal State Northridge,CA,,2016
33,984,Padres,Mark Zimmerman,RHP,Baldwin-Wallace (Ohio),OH,,2016
33,985,Tigers,Keegan Thompson,RHP,Auburn,AL,Pool,2016
33,986,White Sox,Ryan Boelter,LHP,Gardner-Webb,NC,,2016
33,987,Mariners,Morgan McCullough,SS,West Seattle HS,WA,Pool,2016
33,988,Red Sox,Chad Hardy,OF,Paris (Texas) JC,TX,75000,2016
33,989,Diamondbacks,Paxton De La Garza,SS,Angelo State (Texas),TX,,2016
33,990,Rays,Hayden Wesneski,RHP,"Cy-Fair HS, Cypress, Texas",TX,Pool,2016
33,991,Orioles,Markel Jones,OF,Brunswick (N.C.) CC,NC,80000,2016
33,992,Indians,Blake Sabol,C,"Aliso Niguel HS, Aliso Viejo, Calif.",CA,Pool,2016
33,993,Twins,Clark Beeker,RHP,Davidson,NC,,2016
33,994,Nationals,Ryan Wetzel,SS,"Heritage Christian Academy, Olathe, Kan.",KS,Pool,2016
33,995,Giants,Jarrett Montgomery,RHP,Northwest Florida State JC,FL,Pool,2016
33,996,Angels,Justin Kelly,LHP,UC Santa Barbara,CA,,2016
33,997,Astros,Toby Handley,OF,Stony Brook,NY,Pool,2016
33,998,Yankees,Bryson Bowman,OF,Western Carolina,NC,Pool,2016
33,999,Rangers,Mark Vasquez,RHP,Faulkner (Ala.),AL,,2016
33,1000,Mets,Duncan Pence,SS,"Farragut HS, Knoxville",TN,Pool,2016
33,1001,Dodgers,Zach McKinstry,SS,Central Michigan,MI,100000,2016
33,1002,Blue Jays,Brayden Bouchey,RHP,Louisiana-Monroe,LA,,2016
33,1003,Royals,Kameron Misner,OF,Poplar Bluff (Mo.) HS,MO,Pool,2016
33,1004,Cubs,Nathan Sweeney,RHP,"Cherry Creek HS, Greenwood Village, Colo.",CO,100000,2016
33,1005,Pirates,Austin Shields,RHP,"St. Mary Catholic SS, Hamilton, Ont.",ON,205000,2016
33,1006,Cardinals,Caleb Lopes,2B,West Georgia,GA,100000,2016
34,1007,Phillies,Luke Maglich,OF,South Florida,FL,,2016
34,1008,Reds,Ty Weber,RHP,Menomonie (Wis.) HS,WI,Pool,2016
34,1009,Braves,Jared James,OF,Cal Poly Pomona,CA,,2016
34,1010,Rockies,Wyatt Featherston,OF,"Green Mountain HS, Lakewood, Colo.",CO,Pool,2016
34,1011,Brewers,Matt Smith,RHP,Georgetown,DC,,2016
34,1012,Athletics,Casey Thomas,SS,Texas A&M-Corpus Christi,TX,,2016
34,1013,Marlins,Trenton Hill,LHP,Lee (Tenn.),TN,,2016
34,1014,Padres,Denzell Gowdy,3B,Darton State (Ga.) JC,GA,100000,2016
34,1015,Tigers,Gerardo Gonzalez,SS,"Puerto Rico Baseball Academy, Gurabo, P.R.",PR,,2016
34,1016,White Sox,Jaxon Shirley,2B,Lapel (Ind.) HS,IN,Pool,2016
34,1017,Mariners,David Ellingson,RHP,Georgetown,DC,,2016
34,1018,Red Sox,Aaron McGarity,RHP,Virginia Tech,VA,Pool,2016
34,1019,Diamondbacks,Connor Owings,OF,Coastal Carolina,SC,,2016
34,1020,Rays,Bobby Melley,1B,Connecticut,CT,,2016
34,1021,Orioles,Lucas Brown,RHP,Troy,AL,,2016
34,1022,Indians,Austin Shenton,3B,Bellingham (Wash.) HS,WA,Pool,2016
34,1023,Twins,Joe Cronin,SS,Boston College,MA,,2016
34,1024,Nationals,Morgan Cooper,RHP,Texas,TX,Pool,2016
34,1025,Giants,C.J. Gettman,RHP,Central Washington,WA,,2016
34,1026,Angels,J.D. Nielsen,LHP,Illinois,IL,,2016
34,1027,Astros,Stijn Van Der Meer,SS,Lamar,TX,,2016
34,1028,Yankees,David Clawson,C,"Dana Hills HS, Dana Point, Calif.",CA,Pool,2016
34,1029,Rangers,Preston Scott,OF,Fresno Pacific,CA,,2016
34,1030,Mets,Anthony Herron,RHP,Jefferson (Mo.) JC,MO,Pool,2016
34,1031,Dodgers,Joel Toribio,RHP,Western Oklahoma State JC,OK,,2016
34,1032,Blue Jays,Shea Langeliers,C,Keller (Texas) HS,TX,Pool,2016
34,1033,Royals,Nathan Webb,RHP,Lee's Summit (Mo.) HS,MO,60000,2016
34,1034,Cubs,Davis Daniel,RHP,"St. James School, Montgomery, Ala.",AL,Pool,2016
34,1035,Pirates,Craig Dedelow,OF,Indiana,IN,Pool,2016
34,1036,Cardinals,Jonathan Mulford,RHP,Adelphi (N.Y.),NY,,2016
35,1037,Phillies,Carter Bins,C,"Rodriguez HS, Fairfield, Calif.",CA,Pool,2016
35,1038,Reds,Walker Whitworth,2B,Northern Oklahoma JC,OK,Pool,2016
35,1039,Braves,Michael Gizzi,RHP,State JC of Florida,FL,Pool,2016
35,1040,Rockies,Michael Toglia,OF,Gig Harbor (Wash.) HS,WA,Pool,2016
35,1041,Brewers,Chase Williams,RHP,Wichita State,KS,,2016
35,1042,Athletics,Danny Rafferty,LHP,Bucknell,PA,Pool,2016
35,1043,Marlins,Matt Brooks,2B,Monroe (N.Y.) CC,NY,,2016
35,1044,Padres,David Bednar,RHP,Lafayette (Pa.),PA,,2016
35,1045,Tigers,Jacob White,C,"Wakeland HS, Frisco, Texas",TX,Pool,2016
35,1046,White Sox,Garrett Acton,RHP,Lemont (Ill.) HS,IL,Pool,2016
35,1047,Mariners,Will Ethridge,RHP,"Parkview HS, Lilburn, Ga.",GA,Pool,2016
35,1048,Red Sox,John Rave,OF,"Central Catholic HS, Bloomington, Ill.",IL,Pool,2016
35,1049,Diamondbacks,Billy Endris,OF,Florida Atlantic,FL,,2016
